x,y,z
-0.0103188468121,0.0145226692508,0.000149880987976
-0.0101313127499,0.0133437266487,0.000135208446901
-0.00993817519471,0.013417376378,0.000133362829913
-0.01008991703,0.0131679400513,0.000132881709599
-0.0104147893881,0.0138828780738,0.000144609032667
-0.0106791968135,0.0141703753218,0.000151352056795
-0.0107470185445,0.0135805631751,0.000145972458251
-0.0109345316809,0.0135397600559,0.000148073363507
-0.0113266783942,0.0138434386898,0.000156825268748
-0.0113137177584,0.0138636070007,0.000156874056182
-0.0105962625778,0.0135915183454,0.000144040691075
-0.010677373034,0.0135376227849,0.000144567739657
-0.0104862493893,0.0137503553371,0.000144211220375
-0.0106125596244,0.0141788307757,0.000150497293483
-0.0102295975186,0.013772371216,0.000140906553352
-0.0102793628118,0.0137960492953,0.00014183559046
-0.0101565174551,0.0139619654046,0.000141826086904
-0.0094698994283,0.014384481567,0.000136239800369
-0.00971821154554,0.0139207040321,0.00013530384858
-0.0099343092213,0.0136646668754,0.000135768403856
-0.0103767857217,0.0137988024085,0.000143208563004
-0.0103588677231,0.0136710685801,0.000141637629206
-0.0101533274654,0.013847329182,0.000140617200313
-0.0098526495002,0.0135597225227,0.000133617965215
-0.00942080598076,0.0129629986432,0.000122137578975
-0.0102268032283,0.0133786042912,0.00013683975835
-0.00980223011026,0.0138699575789,0.000135976130279
-0.0099483348802,0.0139487326459,0.000138787035879
-0.0101975897409,0.0134049885593,0.00013671796885
-0.0101062967237,0.0134713503404,0.000136164775594
-0.00983041803559,0.0137297234559,0.000134988169114
-0.00986061533969,0.0141977967187,0.00014001993467
-0.0100694581246,0.0141107299968,0.000142108760166
-0.00956198222629,0.0142360073244,0.000136144471475
-0.00970667287004,0.0143971910315,0.000139769896759
-0.00989079646734,0.0141195854969,0.000139674704259
-0.00949806005214,0.0146329943227,0.000139006214186
-0.00988019271861,0.0149771128142,0.000148000587583
-0.0105361828753,0.0143755839832,0.0001514878469
-0.0106977629088,0.0140385668708,0.00015020465962
-0.0100576393771,0.0142858820839,0.000143704185657
-0.0102457667313,0.0141242829406,0.000144736145438
-0.0100053560846,0.0143626185807,0.000143725134492
-0.00989292323493,0.0142935250622,0.00014142611693
-0.00966483276297,0.0138295111673,0.00013367894199
-0.00982268803191,0.0137867238297,0.000135442095867
-0.00984604932786,0.0138232501926,0.000136124009631
-0.00959031655073,0.0137922596288,0.000132290804537
-0.00956081798203,0.0138086180015,0.000132040309199
-0.0100731289221,0.0134204812683,0.000135205275952
-0.0109512534542,0.0132978657607,0.00014564991326
-0.0103876505652,0.0140349827903,0.000145812728144
-0.009950837097,0.0143055413499,0.000142373731792
-0.0103547496938,0.0144310676367,0.000149453671286
-0.0106282709832,0.014354189826,0.000152584560392
-0.0104658675273,0.0142119620697,0.00014876368678
-0.0106891993931,0.0140257603961,0.000149947468415
-0.0104223205222,0.0135008905152,0.000140731080419
-0.010472843259,0.0144389400423,0.000151240819183
-0.0102556531504,0.0149947678967,0.000153806522261
-0.0104263621623,0.0149744971614,0.000156155530242
-0.0101664145487,0.0146491884568,0.000148953406407
-0.00971525165907,0.0144351441299,0.000140262293816
-0.00992367758694,0.0143773515367,0.000142697979147
-0.00954451242018,0.0142161101327,0.000135705736593
-0.0102596639648,0.0139460258936,0.000143102990114
-0.0101146545586,0.0140851662459,0.000142488016977
-0.0105101227793,0.0145406790451,0.000152848926403
-0.0100309509704,0.0143715544485,0.000144182504902
-0.00992675106362,0.014235554755,0.000141334095628
-0.00974991104405,0.0138732164079,0.000135282077126
-0.00968907791308,0.0141596617264,0.000137214264642
-0.0102775776514,0.014353575239,0.000147542978651
-0.0102470830937,0.0143740178832,0.000147314711771
-0.0101064920678,0.0143241217641,0.000144788874593
-0.0101333868172,0.0139826197856,0.000141712427269
-0.0104413411463,0.0137631739491,0.000143727445025
