x,y,z
0.531554075389,-0.0551338711844,0.0347023082249
0.530849881904,-0.0549074872719,0.0344949972889
0.530826296108,-0.0554552173272,0.0348390002882
0.530990577739,-0.0554928415825,0.0348778559149
0.530848336313,-0.0551462669042,0.0346457576425
0.531758324079,-0.0550773004027,0.0346851229137
0.531916255492,-0.0554516597998,0.0349368076971
0.531753852633,-0.0552896067032,0.0348192143678
0.532020526351,-0.0553386718347,0.0348747571964
0.532150527771,-0.0553030252723,0.0348640781786
0.532252024472,-0.0558148017754,0.0351980741019
0.532646953658,-0.0558027380302,0.0352269949104
0.532978705222,-0.0555292912767,0.0350839209695
0.532412820977,-0.0558269215144,0.0352206581208
0.53212004748,-0.0554802756078,0.0349736904937
0.532006660356,-0.0558516815855,0.035198746578
0.531927827475,-0.0559308612285,0.0352416435571
0.531530621887,-0.055448787303,0.0348995604423
0.531433325512,-0.055736412068,0.0350727117164
0.530737366216,-0.0557339342047,0.0350069674213
0.531186254737,-0.0551236092839,0.0346622480002
0.531046987885,-0.0549902497287,0.0345652235888
0.530888720782,-0.0550333538872,0.0345780736949
0.530973367163,-0.055063437425,0.0346047952462
0.530934474244,-0.0553672352292,0.0347932991181
0.530819352023,-0.0548448038602,0.0344526170918
0.530920608266,-0.0550341466219,0.0345814765584
0.530760258544,-0.0553710471129,0.0347797586883
0.530928871149,-0.055388568702,0.0348062725167
0.53150355729,-0.0555009967728,0.0349301320514
0.532049038682,-0.0555411754497,0.0350057734774
0.532533813947,-0.055855280593,0.0352498759743
0.533057658312,-0.0553823702976,0.0349977989547
0.532731383388,-0.0552600425104,0.034890081453
0.532596171941,-0.055860183734,0.0352587719162
0.532218459257,-0.0559456376895,0.0352779740922
0.532082148312,-0.0563397253383,0.0355152828085
0.531719604486,-0.0562243526063,0.0354083113714
0.531795831995,-0.0563764621075,0.0355118238217
0.53182551851,-0.0566466925816,0.0356859006263
0.531856400865,-0.0562979424715,0.0354677077969
0.532159708693,-0.0561645339905,0.0354113854522
0.532617028924,-0.0557640553474,0.0351996553613
0.532879560948,-0.0555987913869,0.0351189411152
0.532831651257,-0.0557716450726,0.0352243531709
0.532454468142,-0.055613928119,0.0350893075255
0.532398230797,-0.0556539544964,0.0351095218326
0.532370052524,-0.0552232042077,0.0348335638509
0.532141275914,-0.0551298548954,0.0347534096652
0.532349343187,-0.0553068417925,0.0348847372903
0.532503778536,-0.0555485907829,0.0350523789428
0.5325514939,-0.0550803334791,0.0347594897151
0.532755113956,-0.054951522678,0.0346962926954
0.532451689929,-0.0551126311181,0.0347708651733
0.532619989896,-0.055470810497,0.0350137010364
0.53244693314,-0.0553645200169,0.0349303018983
0.53246420122,-0.0554712732914,0.0349996508912
0.532253623287,-0.0556643109767,0.0351027401097
0.532218783153,-0.0559373837699,0.0352727674137
0.531955576244,-0.0564769070767,0.0355904463629
0.531790678388,-0.0562044892353,0.0354023443772
0.531576845536,-0.0562280209284,0.0353973367547
0.531404571339,-0.0563129574384,0.0354350718199
0.53185536966,-0.0562942997902,0.0354653024025
0.531490488513,-0.0561611793998,0.0353469642734
0.531461038939,-0.0562034785522,0.0353710103807
0.531673162681,-0.0553103378169,0.0348249546277
0.531621148169,-0.055267621805,0.0347931364753
0.531359390701,-0.0548363071256,0.0344962342815
0.531616022876,-0.0550448231003,0.0346515734978
0.531270460176,-0.0549723656386,0.0345742406052
0.531640021733,-0.0547219345437,0.034449287896
0.531460528703,-0.055163430764,0.034712479795
0.531569413713,-0.0547183083707,0.03444059348
0.531663553476,-0.0552525696013,0.0347874846994
0.532310819355,-0.0555870344531,0.0350589865283
0.532862424745,-0.0554362346072,0.0350140620457
0.532218891157,-0.0552952939364,0.0348654440919
0.532190443819,-0.0554668800029,0.0349716705843
0.532210354178,-0.0559144586824,0.0352574407722
0.53207597407,-0.0560103147077,0.0353057727102
0.532099901369,-0.0559281331459,0.035255870662
0.532286021227,-0.0561405428693,0.0354079292282
0.53235363868,-0.0560387927219,0.0353496458725
0.531920010733,-0.0561001689961,0.0353482545429
0.53197925305,-0.0559863140083,0.035281572047
0.531796581255,-0.0560617972181,0.035312458089
0.531466258019,-0.0558122612159,0.0351237754572
0.531327830799,-0.0555092426395,0.0349192031549
0.531127823436,-0.0554177310579,0.0348429462808
0.530925817697,-0.0547411304099,0.0343967446238
0.531359817624,-0.0550859211258,0.0346542311681
0.531616505114,-0.054788804732,0.0344894987178
0.532016178059,-0.0550869510548,0.0347147767322
0.532284560983,-0.0555613006717,0.0350402372673
0.531955545271,-0.0557252909661,0.035113884369
0.531924587498,-0.0560262810441,0.0353018362718
0.531869928217,-0.05601461698,0.0352893663031
0.531972365459,-0.0555564163116,0.0350083754419
0.532137304166,-0.0558146284557,0.0351873435241
0.532295087578,-0.0556047692276,0.0350687886704
0.532129708379,-0.0557158191956,0.0351239688639
0.532143267067,-0.0550670621373,0.0347137715175
0.532381041323,-0.0548493417759,0.0345973404017
0.532820567452,-0.0554056145222,0.0349907532402
0.533040639262,-0.0555045189454,0.0350738865898
0.532796719284,-0.0554985949942,0.0350476314927
