x,y,z,action
-0.002181233,-0.561156759,-0.001478803,jatuh belakang
-0.003077077,-0.561157344,-0.00208617,jatuh belakang
-0.004451512,-0.561523058,-0.003020902,jatuh belakang
-0.004283665,-0.5616891,-0.002908249,jatuh belakang
-0.003671499,-0.561979589,-0.002494511,jatuh belakang
-0.002935311,-0.561840123,-0.001993592,jatuh belakang
-0.001268244,-0.561945604,-0.000861591,jatuh belakang
-0.002274746,-0.561690163,-0.001544344,jatuh belakang
-0.003086528,-0.561332949,-0.002093533,jatuh belakang
-0.004182624,-0.560464462,-0.002830617,jatuh belakang
-0.004635854,-0.560356406,-0.003136474,jatuh belakang
-0.005045388,-0.56063023,-0.003415999,jatuh belakang
-0.00530397,-0.56083344,-0.003592982,jatuh belakang
-0.006500612,-0.561024347,-0.004405857,jatuh belakang
-0.005993712,-0.561118385,-0.004063267,jatuh belakang
-0.00604307,-0.561184728,-0.004097437,jatuh belakang
-0.005983991,-0.560852331,-0.00405387,jatuh belakang
-0.006038489,-0.560840798,-0.00409067,jatuh belakang
-0.006303391,-0.56089039,-0.004270689,jatuh belakang
-0.004937294,-0.561512119,-0.003350487,jatuh belakang
-0.003694775,-0.561725557,-0.002508667,jatuh belakang
-0.002944822,-0.561456554,-0.001998058,jatuh belakang
-0.004025877,-0.562108133,-0.002736207,jatuh belakang
-0.004820389,-0.562004996,-0.003275347,jatuh belakang
-0.002974725,-0.562362625,-0.002023109,jatuh belakang
-0.003193642,-0.562185788,-0.002170998,jatuh belakang
-0.00449817,-0.562128057,-0.003057375,jatuh belakang
-0.00355778,-0.562024818,-0.002417529,jatuh belakang
-0.002652117,-0.561655016,-0.001800384,jatuh belakang
-0.003757435,-0.561427674,-0.002549238,jatuh belakang
-0.006293263,-0.561189105,-0.004267141,jatuh belakang
-0.008064096,-0.561517191,-0.005472669,jatuh belakang
-0.009237328,-0.561174317,-0.006263425,jatuh belakang
-0.009851437,-0.560850497,-0.006674284,jatuh belakang
-0.008357841,-0.561612008,-0.005673446,jatuh belakang
-0.008163784,-0.561205661,-0.005535844,jatuh belakang
-0.007851001,-0.560538874,-0.005314491,jatuh belakang
-0.006714823,-0.560234375,-0.004541712,jatuh belakang
-0.00719296,-0.560393098,-0.004867154,jatuh belakang
-0.007081467,-0.56033738,-0.004791009,jatuh belakang
-0.006167724,-0.559706913,-0.004165917,jatuh belakang
-0.005000878,-0.559382227,-0.003374886,jatuh belakang
-0.004179393,-0.560190717,-0.002826416,jatuh belakang
-0.004479556,-0.560048363,-0.003028295,jatuh belakang
-0.004164449,-0.560041276,-0.002815215,jatuh belakang
-0.003795727,-0.560177085,-0.002566853,jatuh belakang
0.532551494,-0.055080333,0.03475949,jatuh kanan
0.532755114,-0.054951523,0.034696293,jatuh kanan
0.53245169,-0.055112631,0.034770865,jatuh kanan
0.53261999,-0.05547081,0.035013701,jatuh kanan
0.532446933,-0.05536452,0.034930302,jatuh kanan
0.532464201,-0.055471273,0.034999651,jatuh kanan
0.532253623,-0.055664311,0.03510274,jatuh kanan
0.532218783,-0.055937384,0.035272767,jatuh kanan
0.531955576,-0.056476907,0.035590446,jatuh kanan
0.531790678,-0.056204489,0.035402344,jatuh kanan
0.531576846,-0.056228021,0.035397337,jatuh kanan
0.531404571,-0.056312957,0.035435072,jatuh kanan
0.53185537,-0.0562943,0.035465302,jatuh kanan
0.531490489,-0.056161179,0.035346964,jatuh kanan
0.531461039,-0.056203479,0.03537101,jatuh kanan
0.531673163,-0.055310338,0.034824955,jatuh kanan
0.531621148,-0.055267622,0.034793136,jatuh kanan
0.531359391,-0.054836307,0.034496234,jatuh kanan
0.531616023,-0.055044823,0.034651573,jatuh kanan
0.53127046,-0.054972366,0.034574241,jatuh kanan
0.531640022,-0.054721935,0.034449288,jatuh kanan
0.531460529,-0.055163431,0.03471248,jatuh kanan
0.531569414,-0.054718308,0.034440593,jatuh kanan
0.531663553,-0.05525257,0.034787485,jatuh kanan
0.532310819,-0.055587034,0.035058987,jatuh kanan
0.532862425,-0.055436235,0.035014062,jatuh kanan
0.532218891,-0.055295294,0.034865444,jatuh kanan
0.532190444,-0.05546688,0.034971671,jatuh kanan
0.532210354,-0.055914459,0.035257441,jatuh kanan
0.532075974,-0.056010315,0.035305773,jatuh kanan
0.532099901,-0.055928133,0.035255871,jatuh kanan
0.532286021,-0.056140543,0.035407929,jatuh kanan
0.532353639,-0.056038793,0.035349646,jatuh kanan
0.531920011,-0.056100169,0.035348255,jatuh kanan
0.531979253,-0.055986314,0.035281572,jatuh kanan
0.531796581,-0.056061797,0.035312458,jatuh kanan
0.531466258,-0.055812261,0.035123775,jatuh kanan
0.531327831,-0.055509243,0.034919203,jatuh kanan
0.531127823,-0.055417731,0.034842946,jatuh kanan
0.530925818,-0.05474113,0.034396745,jatuh kanan
0.531359818,-0.055085921,0.034654231,jatuh kanan
0.531616505,-0.054788805,0.034489499,jatuh kanan
0.532016178,-0.055086951,0.034714777,jatuh kanan
0.532284561,-0.055561301,0.035040237,jatuh kanan
0.531955545,-0.055725291,0.035113884,jatuh kanan
0.531924587,-0.056026281,0.035301836,jatuh kanan
0.531869928,-0.056014617,0.035289366,jatuh kanan
0.531972365,-0.055556416,0.035008375,jatuh kanan
0.532137304,-0.055814628,0.035187344,jatuh kanan
0.532295088,-0.055604769,0.035068789,jatuh kanan
0.532129708,-0.055715819,0.035123969,jatuh kanan
-0.570408311,-0.069648047,-0.048629028,jatuh kiri
-0.570704421,-0.069298547,-0.048419882,jatuh kiri
-0.570391856,-0.069261487,-0.048354142,jatuh kiri
-0.570287598,-0.069308481,-0.048374103,jatuh kiri
-0.570122121,-0.069108095,-0.048211867,jatuh kiri
-0.570649898,-0.069302766,-0.048415953,jatuh kiri
-0.570735261,-0.069506184,-0.048570447,jatuh kiri
-0.571234826,-0.069171029,-0.048396954,jatuh kiri
-0.571438518,-0.068535499,-0.047973148,jatuh kiri
-0.571759145,-0.068252466,-0.047813048,jatuh kiri
-0.571658654,-0.068683508,-0.048105545,jatuh kiri
-0.571912355,-0.068591208,-0.048072115,jatuh kiri
-0.571530508,-0.068939285,-0.04827041,jatuh kiri
-0.57153469,-0.068378319,-0.047874014,jatuh kiri
-0.57157131,-0.068038957,-0.047638506,jatuh kiri
-0.571852268,-0.068789068,-0.048204678,jatuh kiri
-0.572008186,-0.068650663,-0.048126291,jatuh kiri
-0.572596976,-0.068994713,-0.048444636,jatuh kiri
-0.572770669,-0.069069501,-0.04851976,jatuh kiri
-0.573269151,-0.069189882,-0.04866868,jatuh kiri
-0.573056341,-0.069380581,-0.048777104,jatuh kiri
-0.572983844,-0.069289382,-0.048703052,jatuh kiri
-0.572508792,-0.069903101,-0.049078111,jatuh kiri
-0.571923559,-0.070513679,-0.049435787,jatuh kiri
-0.57219313,-0.070952151,-0.049781779,jatuh kiri
-0.572220355,-0.071135021,-0.049915103,jatuh kiri
-0.57225248,-0.07165654,-0.050289498,jatuh kiri
-0.571566077,-0.071807352,-0.050306079,jatuh kiri
-0.570745246,-0.072115185,-0.050415781,jatuh kiri
-0.570176116,-0.072089305,-0.050322431,jatuh kiri
-0.569639076,-0.07277774,-0.05073726,jatuh kiri
-0.569048385,-0.073298261,-0.051025483,jatuh kiri
-0.568843024,-0.073106971,-0.050863367,jatuh kiri
-0.568970973,-0.072629913,-0.050544477,jatuh kiri
-0.569102544,-0.072483515,-0.050458784,jatuh kiri
-0.569277386,-0.071874711,-0.050052977,jatuh kiri
-0.569372929,-0.071333328,-0.049684094,jatuh kiri
-0.56992148,-0.070255749,-0.048995527,jatuh kiri
-0.570014507,-0.06935472,-0.048372142,jatuh kiri
-0.57069591,-0.068417078,-0.047796429,jatuh kiri
-0.570917772,-0.066828144,-0.046702268,jatuh kiri
-0.571274998,-0.066229623,-0.046323131,jatuh kiri
-0.57143531,-0.065436502,-0.045782233,jatuh kiri
-0.571320983,-0.064845601,-0.045351344,jatuh kiri
-0.571868662,-0.064261609,-0.045003511,jatuh kiri
-0.571631393,-0.064480405,-0.045130161,jatuh kiri
-0.571361558,-0.064372977,-0.045022502,jatuh kiri
-0.571362963,-0.06467042,-0.045232643,jatuh kiri
-0.571289438,-0.064727076,-0.045263939,jatuh kiri
-0.570763532,-0.065056196,-0.045433753,jatuh kiri
-0.570470436,-0.065425034,-0.045658791,jatuh kiri
-0.5705079,-0.06540995,-0.045652636,jatuh kiri
-0.57050196,-0.065672335,-0.045836814,jatuh kiri
-0.570122674,-0.065798469,-0.045880173,jatuh kiri
-0.570184753,-0.065837033,-0.045914776,jatuh kiri
-0.570797209,-0.065370227,-0.045659174,jatuh kiri
-0.570682256,-0.065199696,-0.045525245,jatuh kiri
-0.571840049,-0.065100766,-0.045593325,jatuh kiri
-0.572845407,-0.065622166,-0.04608299,jatuh kiri
-0.572670968,-0.065493824,-0.045971018,jatuh kiri
-0.572386768,-0.066190118,-0.046430028,jatuh kiri
-0.572447091,-0.066420526,-0.046600602,jatuh kiri
-0.572891739,-0.066665753,-0.046828798,jatuh kiri
-0.573524501,-0.067030203,-0.047165385,jatuh kiri
-0.573892043,-0.067327137,-0.047422025,jatuh kiri
-0.573951673,-0.067745104,-0.047726912,jatuh kiri
-0.573717479,-0.068029969,-0.047900341,jatuh kiri
-0.572883474,-0.068858655,-0.048384339,jatuh kiri
-0.572261588,-0.06947942,-0.04874586,jatuh kiri
-0.571985526,-0.069638307,-0.048823263,jatuh kiri
-0.5718107,-0.069989332,-0.049049622,jatuh kiri
-0.571861105,-0.071075549,-0.049826016,jatuh kiri
-0.571444838,-0.071628743,-0.05016358,jatuh kiri
-0.570888627,-0.071767397,-0.050188665,jatuh kiri
-0.571043639,-0.0719233,-0.050319375,jatuh kiri
-0.57076567,-0.072550973,-0.050726739,jatuh kiri
-0.570952396,-0.072490496,-0.050708744,jatuh kiri
-0.570670705,-0.072527619,-0.050697609,jatuh kiri
-0.57043764,-0.072657068,-0.050758176,jatuh kiri
-0.570212667,-0.072343362,-0.050506684,jatuh kiri
-0.570034359,-0.072293338,-0.050447792,jatuh kiri
-0.569505521,-0.07202166,-0.050186464,jatuh kiri
-0.569961591,-0.071249011,-0.049701236,jatuh kiri
-0.569609185,-0.071055114,-0.049518747,jatuh kiri
-0.570266785,-0.070807125,-0.049428999,jatuh kiri
-0.570371617,-0.070409147,-0.049161577,jatuh kiri
-0.571338613,-0.069570919,-0.048692997,jatuh kiri
-0.571449449,-0.069303392,-0.048517802,jatuh kiri
-0.571542446,-0.068646138,-0.048064479,jatuh kiri
-0.572253902,-0.067363243,-0.047244835,jatuh kiri
-0.57241741,-0.06679679,-0.046863592,jatuh kiri
-0.5726838,-0.066990219,-0.047033427,jatuh kiri
-0.572648833,-0.066590862,-0.046745959,jatuh kiri
-0.572170244,-0.066731993,-0.04678742,jatuh kiri
-0.572273039,-0.066992511,-0.046984545,jatuh kiri
-0.571846828,-0.067348866,-0.047184379,jatuh kiri
-0.571825057,-0.067085861,-0.046995577,jatuh kiri
-0.571599897,-0.066792031,-0.04676013,jatuh kiri
-0.570967497,-0.067364644,-0.047087113,jatuh kiri
-0.570758128,-0.067313534,-0.047025264,jatuh kiri
-0.570959826,-0.06786499,-0.04743949,jatuh kiri
-0.57108703,-0.068095615,-0.047618219,jatuh kiri
0.532143267,-0.055067062,0.034713772,jatuh kanan
0.532381041,-0.054849342,0.03459734,jatuh kanan
0.532820567,-0.055405615,0.034990753,jatuh kanan
0.533040639,-0.055504519,0.035073887,jatuh kanan
0.532796719,-0.055498595,0.035047631,jatuh kanan
0.532215252,-0.055858171,0.035222184,jatuh kanan
0.532482649,-0.05583435,0.035231844,jatuh kanan
0.532958186,-0.05539331,0.034995598,jatuh kanan
0.533048122,-0.055505421,0.03507515,jatuh kanan
0.533082792,-0.055128018,0.034838404,jatuh kanan
0.532449936,-0.054779913,0.03455955,jatuh kanan
0.532064285,-0.055068318,0.034707356,jatuh kanan
0.532265205,-0.055253834,0.03484339,jatuh kanan
0.53221267,-0.055485236,0.034985359,jatuh kanan
0.532247832,-0.055215733,0.034817628,jatuh kanan
0.531986281,-0.055422618,0.034924833,jatuh kanan
0.532639589,-0.0561862,0.035469877,jatuh kanan
0.533085043,-0.056309841,0.035590091,jatuh kanan
0.532770919,-0.05618258,0.035479831,jatuh kanan
0.533353574,-0.055908064,0.035359541,jatuh kanan
0.533351222,-0.056059919,0.035455959,jatuh kanan
0.533240543,-0.056409892,0.035668306,jatuh kanan
0.533129389,-0.055780043,0.035257286,jatuh kanan
0.532960827,-0.05615529,0.035480208,jatuh kanan
0.532908057,-0.056263482,0.035544058,jatuh kanan
0.53266669,-0.056547358,0.035701848,jatuh kanan
0.532504011,-0.056337596,0.035553367,jatuh kanan
0.532513172,-0.056024052,0.035355124,jatuh kanan
0.532488783,-0.055706276,0.035151102,jatuh kanan
0.532610185,-0.05554495,0.035059878,jatuh kanan
0.533029843,-0.055484677,0.035060277,jatuh kanan
0.532885505,-0.055465427,0.035034738,jatuh kanan
0.532598687,-0.05558901,0.035086797,jatuh kanan
0.532279485,-0.055518228,0.035012441,jatuh kanan
0.5322676,-0.056036617,0.035340265,jatuh kanan
0.532636421,-0.055889709,0.035281258,jatuh kanan
0.532582059,-0.05588964,0.035276169,jatuh kanan
0.532099437,-0.056101746,0.035365945,jatuh kanan
0.532253386,-0.056776739,0.035808633,jatuh kanan
0.532481151,-0.056758651,0.035818609,jatuh kanan
0.532549571,-0.056607136,0.035728819,jatuh kanan
0.532584313,-0.056287505,0.035529062,jatuh kanan
0.532945882,-0.056512575,0.035705961,jatuh kanan
0.53203895,-0.05643406,0.035571078,jatuh kanan
0.531695356,-0.055944534,0.035228757,jatuh kanan
0.53163959,-0.055585949,0.034996445,jatuh kanan
0.531831885,-0.05596554,0.035254729,jatuh kanan
0.532083843,-0.05606821,0.035343224,jatuh kanan
0.532443936,-0.055725451,0.035159128,jatuh kanan
0.532556284,-0.055434358,0.034984691,jatuh kanan
0.532400298,-0.055013832,0.03470347,jatuh kanan
-0.005651537,-0.560892906,-0.003829037,jatuh belakang
-0.005896672,-0.560979447,-0.003996032,jatuh belakang
-0.00642781,-0.561672767,-0.004363865,jatuh belakang
-0.004599455,-0.562451915,-0.003128855,jatuh belakang
-0.003359365,-0.562555527,-0.002285855,jatuh belakang
-0.002581698,-0.562070491,-0.001754474,jatuh belakang
-0.002435166,-0.562268503,-0.001655745,jatuh belakang
-0.002555491,-0.561896956,-0.00173588,jatuh belakang
-0.002966498,-0.561770789,-0.002014411,jatuh belakang
-0.003503478,-0.562071451,-0.002380918,jatuh belakang
-0.003621716,-0.562531882,-0.002464223,jatuh belakang
-0.003164137,-0.562625556,-0.002153403,jatuh belakang
0.000217176,-0.562354481,0.000147696,jatuh belakang
0.001593772,-0.562186751,0.001083421,jatuh belakang
0.002867118,-0.561925926,0.001947711,jatuh belakang
0.000150378,-0.561334921,0.000101998,jatuh belakang
-0.00090162,-0.561140606,-0.00061124,jatuh belakang
-0.001188062,-0.560452321,-0.000803989,jatuh belakang
-0.002865268,-0.560119029,-0.001937327,jatuh belakang
-0.004895037,-0.560128212,-0.003309873,jatuh belakang
-0.0067284,-0.559849492,-0.004546341,jatuh belakang
-0.008492602,-0.559432544,-0.005732343,jatuh belakang
-0.009921008,-0.559623854,-0.006700011,jatuh belakang
-0.010804919,-0.559507138,-0.007294873,jatuh belakang
-0.010485823,-0.560047761,-0.007089352,jatuh belakang
-0.010032751,-0.559741531,-0.006777566,jatuh belakang
-0.009686497,-0.560315054,-0.00655338,jatuh belakang
-0.008173472,-0.560659961,-0.005534551,jatuh belakang
-0.007406007,-0.560803537,-0.005016683,jatuh belakang
-0.006227677,-0.561444445,-0.004225473,jatuh belakang
-0.005180058,-0.562178446,-0.003521335,jatuh belakang
-0.003886166,-0.562238782,-0.002642146,jatuh belakang
-0.001734598,-0.562782456,-0.00118098,jatuh belakang
-0.000831108,-0.563187306,-0.000566445,jatuh belakang
-0.000630774,-0.563813553,-0.000430607,jatuh belakang
-0.000667081,-0.564228001,-0.000455883,jatuh belakang
-0.001689318,-0.564567905,-0.001155504,jatuh belakang
-0.00124947,-0.564585763,-0.000854684,jatuh belakang
6.49E-05,-0.564662377,4.44E-05,jatuh belakang
0.001172342,-0.564397373,0.000801533,jatuh belakang
0.000386522,-0.56362189,0.000263733,jatuh belakang
0.000415803,-0.563329031,0.000283497,jatuh belakang
-0.000905831,-0.56301089,-0.000617089,jatuh belakang
-0.001745853,-0.562432137,-0.001187561,jatuh belakang
-0.001179928,-0.56238478,-0.000802509,jatuh belakang
-0.002322215,-0.561536316,-0.001575941,jatuh belakang
-0.004020611,-0.56102972,-0.002724973,jatuh belakang
-0.00656222,-0.561348709,-0.004451371,jatuh belakang
-0.008651018,-0.561181578,-0.00586592,jatuh belakang
-0.009834516,-0.561001971,-0.006665444,jatuh belakang
-0.010914007,-0.560762304,-0.007392646,jatuh belakang
0.805792765,-0.013733603,-0.591742904,jatuh depan
0.806213952,-0.012881409,-0.591222956,jatuh depan
0.805982843,-0.011753034,-0.591605562,jatuh depan
0.805548775,-0.01162031,-0.592204603,jatuh depan
0.805552293,-0.012166407,-0.592168525,jatuh depan
0.805639055,-0.013284526,-0.591981739,jatuh depan
0.805976404,-0.011972456,-0.591601769,jatuh depan
0.805672637,-0.012652405,-0.591975503,jatuh depan
0.805716767,-0.012130287,-0.591946567,jatuh depan
0.805099745,-0.012568907,-0.592760485,jatuh depan
0.805351279,-0.013378094,-0.592367737,jatuh depan
0.805352653,-0.014278332,-0.592305939,jatuh depan
0.805131423,-0.012920704,-0.59269586,jatuh depan
0.805159689,-0.011811132,-0.592723335,jatuh depan
0.805262373,-0.011960142,-0.592575151,jatuh depan
0.805154358,-0.012523138,-0.592688965,jatuh depan
0.804857523,-0.013621646,-0.593023636,jatuh depan
0.804842805,-0.013547749,-0.593048456,jatuh depan
0.805549053,-0.01401253,-0.592056487,jatuh depan
0.805693434,-0.013825612,-0.591872233,jatuh depan
0.805976914,-0.013126959,-0.591531059,jatuh depan
0.805273236,-0.012763721,-0.592512604,jatuh depan
0.805348462,-0.013382751,-0.592371272,jatuh depan
0.805478081,-0.014198797,-0.592140533,jatuh depan
0.805774394,-0.013643157,-0.591773936,jatuh depan
0.806071986,-0.012754581,-0.591424622,jatuh depan
0.805936756,-0.01286139,-0.591602522,jatuh depan
0.805799112,-0.013131607,-0.591773289,jatuh depan
0.806133189,-0.01334076,-0.591304081,jatuh depan
0.805771549,-0.013179085,-0.591807857,jatuh depan
0.805536071,-0.012340091,-0.592180367,jatuh depan
0.805442261,-0.011644599,-0.592348261,jatuh depan
0.805309192,-0.012207874,-0.592497052,jatuh depan
0.80541838,-0.012859293,-0.592309135,jatuh depan
0.805579196,-0.013198685,-0.592068789,jatuh depan
0.805489688,-0.012849678,-0.592212623,jatuh depan
0.805806628,-0.011959011,-0.591834043,jatuh depan
0.805718275,-0.012330384,-0.591932707,jatuh depan
0.805675358,-0.012212687,-0.591998157,jatuh depan
0.805743057,-0.011847142,-0.591927112,jatuh depan
0.805472215,-0.011450296,-0.592318285,jatuh depan
0.805648227,-0.012273294,-0.592031547,jatuh depan
0.8055159,-0.012771316,-0.592181758,jatuh depan
0.805854401,-0.011701215,-0.591783638,jatuh depan
0.805791059,-0.012251653,-0.591838171,jatuh depan
0.805619084,-0.012914703,-0.592032313,jatuh depan
0.805694554,-0.013244944,-0.591908626,jatuh depan
0.805764284,-0.013295997,-0.591810293,jatuh depan
0.80539613,-0.013853109,-0.592275526,jatuh depan
0.805585022,-0.01295835,-0.592076001,jatuh depan
0.805554125,-0.01229694,-0.592158339,jatuh depan
0.998340845,0.001651973,0.038759958,salto
0.998343756,0.001644059,0.038120174,salto
0.998327752,0.001657458,0.038049238,salto
0.998292749,0.001694681,0.038700633,salto
0.998300885,0.00168725,0.03867774,salto
0.998331807,0.001653976,0.038056409,salto
0.998362012,0.001625194,0.037830787,salto
0.998342254,0.001645865,0.03817153,salto
0.998337838,0.001648177,0.038005698,salto
0.998324696,0.001659257,0.037965722,salto
0.998371143,0.001608595,0.037017884,salto
0.998381278,0.001597342,0.036798456,salto
0.998361157,0.001614232,0.036789626,salto
0.998312479,0.001659145,0.037105507,salto
0.99832496,0.001647169,0.036989783,salto
0.998331647,0.001638978,0.036799241,salto
0.998358515,0.00161225,0.036478369,salto
0.998416909,0.001556148,0.035916998,salto
0.998440238,0.00154302,0.036463909,salto
0.998408641,0.001575945,0.03698738,salto
0.998378144,0.001610403,0.037775617,salto
0.998351013,0.001638984,0.038276443,salto
0.998367321,0.001625048,0.038372964,salto
0.998381166,0.001611311,0.038215936,salto
0.998395936,0.001596707,0.038054792,salto
0.998388671,0.001604538,0.038224139,salto
0.998379893,0.001614852,0.038564434,salto
0.998387612,0.001608278,0.038662994,salto
0.998398462,0.001596286,0.038333961,salto
0.998392228,0.001602205,0.038361631,salto
0.998400195,0.001594484,0.038301243,salto
0.998392014,0.001599863,0.038001636,salto
0.998414917,0.001578853,0.037977573,salto
0.998436841,0.001558896,0.038018885,salto
0.998428284,0.001566737,0.03800444,salto
0.998453118,0.001543086,0.037898122,salto
0.998449123,0.001548599,0.038269088,salto
0.998444979,0.001551945,0.038143378,salto
0.998424117,0.001569698,0.037868684,salto
0.998424415,0.001568056,0.037674794,salto
0.998407564,0.001588108,0.038375428,salto
0.998414952,0.001581099,0.038351212,salto
0.998437463,0.001559199,0.038185078,salto
0.998418642,0.001574748,0.037875479,salto
0.998447887,0.001542189,0.0370758,salto
0.998451669,0.001539362,0.037143783,salto
0.998492969,0.001491634,0.035917602,salto
0.998479418,0.001505267,0.0360997,salto
0.998453551,0.001533781,0.036697386,salto
0.998448033,0.001538078,0.036641205,salto
0.998396535,0.001596862,0.038153017,salto
-0.008699118,0.121051879,0.001060887,jalan
-0.011955718,0.114775492,0.001381453,jalan
-0.010112045,0.118465543,0.001206488,jalan
-0.013322305,0.122319796,0.001642061,jalan
-0.011811777,0.121417672,0.001444952,jalan
-0.012543191,0.116191535,0.00146747,jalan
-0.013803054,0.117150835,0.001628411,jalan
-0.017019734,0.098551767,0.001685779,jalan
-0.020581922,0.095802503,0.001981339,jalan
-0.022895361,0.096416376,0.002218413,jalan
-0.015535639,0.092460531,0.00144279,jalan
-0.009456237,0.089244086,0.000847333,jalan
-0.004477989,0.106809756,0.00048105,jalan
-0.000340906,0.109868733,3.77E-05,jalan
0.003652881,0.113025307,-0.000415533,jalan
0.006566773,0.115125342,-0.000761079,jalan
0.010777292,0.120142805,-0.001304339,jalan
0.015935344,0.120238648,-0.001930299,jalan
0.015710259,0.115221878,-0.001822534,jalan
0.017937153,0.104288812,-0.00188121,jalan
0.021146488,0.089764699,-0.001906336,jalan
0.025306429,0.07562442,-0.001919902,jalan
0.024384317,0.063028244,-0.001540424,jalan
0.025996685,0.057879237,-0.001507708,jalan
0.025868133,0.060957124,-0.001580318,jalan
0.020970628,0.071906332,-0.001512171,jalan
0.014356324,0.07654546,-0.00110226,jalan
-0.001545643,0.079514761,0.000123292,jalan
-0.005676543,0.092621424,0.000528048,jalan
-0.01114452,0.094876973,0.001062217,jalan
-0.005141486,0.097047967,0.000501344,jalan
0.006184196,0.096055007,-0.000596794,jalan
0.017999492,0.091858186,-0.001660694,jalan
0.019991041,0.094145954,-0.001890857,jalan
0.0279117,0.068407167,-0.001914597,jalan
0.032268478,0.053860181,-0.001741425,jalan
0.024185346,0.041745183,-0.001010799,jalan
0.023984464,0.030549211,-0.00073326,jalan
0.02815236,0.022593843,-0.000636485,jalan
0.028143314,0.017959614,-0.000505725,jalan
0.028282047,0.014568349,-0.000412231,jalan
0.035012266,0.019341791,-0.000677743,jalan
0.037439357,0.033349125,-0.001250143,jalan
0.03908976,0.042761661,-0.001674358,jalan
0.036499265,0.043695309,-0.00159744,jalan
0.036826249,0.052688374,-0.00194434,jalan
0.031594049,0.060835161,-0.001926565,jalan
0.040213315,0.065872428,-0.002656883,jalan
0.049473669,0.063237948,-0.003138762,jalan
0.045440684,0.074922892,-0.003417714,jalan
0.029364048,0.092930035,-0.002741865,jalan
0.032014545,0.105176345,-0.003387728,jalan
0.028662951,0.115342589,-0.003329678,jalan
0.033147655,0.129771041,-0.004340758,jalan
0.043988556,0.134839459,-0.005992078,jalan
0.047412732,0.146093244,-0.007010035,jalan
0.057311937,0.153711619,-0.008930865,jalan
0.05804778,0.152922037,-0.008998344,jalan
0.056104657,0.14750785,-0.008381206,jalan
0.0481166,0.130302348,-0.006331208,jalan
0.035929956,0.11767371,-0.00426042,jalan
0.028847806,0.119352587,-0.003469335,jalan
0.023048114,0.129176081,-0.003003245,jalan
0.020995352,0.133286613,-0.002824238,jalan
0.008346931,0.117017949,-0.000983533,jalan
0.009968127,0.127050642,-0.001276869,jalan
0.003123825,0.127982365,-0.000403112,jalan
0.016683094,0.120959872,-0.002033203,jalan
0.029223405,0.129088697,-0.003805922,jalan
0.021856186,0.13502221,-0.002979083,jalan
-0.006485301,0.114364405,0.000746602,jalan
0.000617151,0.108091816,-6.71E-05,jalan
-0.022404798,0.104041168,0.002344342,jalan
-0.022657734,0.097521604,0.002220782,jalan
-0.015625817,0.082985502,0.001301366,jalan
-0.015748847,0.082859434,0.001309608,jalan
-0.016863378,0.07693272,0.001301389,jalan
-0.016033637,0.073813845,0.001186896,jalan
-0.00914483,0.078017497,0.000715668,jalan
-0.012955386,0.083576017,0.001086653,jalan
-0.013543195,0.085536096,0.001162801,jalan
-0.011898378,0.082820512,0.000988898,jalan
-0.005522251,0.082747348,0.000458531,jalan
-0.000961308,0.081144159,7.83E-05,jalan
-0.000597661,0.092039336,5.52E-05,jalan
0.000523867,0.098868872,-5.20E-05,jalan
-0.001736074,0.096949053,0.000169108,jalan
-0.001373049,0.11407491,0.00015766,jalan
0.006790407,0.123093718,-0.000842282,jalan
0.004250754,0.140899432,-0.00060497,jalan
-0.000502304,0.138286101,7.01E-05,jalan
0.004515517,0.138075368,-0.000629518,jalan
0.00181402,0.156908908,-0.000288206,jalan
0.002605658,0.16805959,-0.000444226,jalan
-0.00088503,0.157069314,0.000140758,jalan
0.003943993,0.147834325,-0.00058954,jalan
0.000223321,0.132482509,-2.98E-05,jalan
0.006107476,0.107817528,-0.000662367,jalan
0.007174193,0.089771595,-0.000646667,jalan
0.005988063,0.07642002,-0.000458958,jalan
0.00550066,0.070213237,-0.000387181,jalan
0.00135988,0.06936765,-9.46E-05,jalan
0.80581941,-0.011924947,-0.591818582,ready
0.805686014,-0.012416714,-0.591971521,ready
0.805329364,-0.012270324,-0.592465923,ready
0.805196163,-0.013167978,-0.592592281,ready
0.805194462,-0.013269829,-0.592588122,ready
0.80546624,-0.013177847,-0.592223989,ready
0.805621651,-0.012918636,-0.59202857,ready
0.805342082,-0.012577655,-0.592430244,ready
0.805585597,-0.012270231,-0.592117051,ready
0.805889794,-0.012469714,-0.591690538,ready
0.805994235,-0.012409361,-0.591551709,ready
0.806049549,-0.012068432,-0.591496413,ready
0.80602524,-0.011324535,-0.591571624,ready
0.80588192,-0.012753297,-0.591684005,ready
0.805900457,-0.013535557,-0.59160905,ready
0.805826931,-0.013604308,-0.59170484,ready
0.805586276,-0.013670308,-0.592028596,ready
0.805134035,-0.01372861,-0.592640573,ready
0.805038158,-0.014428759,-0.592723652,ready
0.805257724,-0.01424429,-0.592437541,ready
0.805595696,-0.01475108,-0.591941689,ready
0.80564484,-0.013558254,-0.591956135,ready
0.805148789,-0.013850297,-0.592612433,ready
0.804935229,-0.014726669,-0.592842807,ready
0.805105468,-0.014246531,-0.592644623,ready
0.805740343,-0.013508875,-0.591829166,ready
0.805690809,-0.014142288,-0.591854443,ready
0.805613154,-0.013613808,-0.591995682,ready
0.805480451,-0.013302999,-0.592196652,ready
